Dis Mag Value,Latitude,Longitude,Affected
5,36.85692515,55.02101571,Very High
6,34.89914686,59.02256105,Very High
4,27.55104384,67.98336185,Very High
5,39.60153666,12.69703362,Very High
5,47.74490823,8.991612113,Very High
7,39.74170105,39.67489686,Very High
6,12.85619682,122.5322324,Very High
6,34.17563075,99.98439032,Very High
6,32.22556771,89.57583692,Very High
6,17.19121142,122.0212249,Very High
6,40.02632211,23.8997995,Very High
5,35.17196852,68.81402119,Very High
6,40.96377393,23.56622768,Very High
6,35.14359555,59.24618856,Very High
7,41.44898271,26.16890732,Very High
5,36.71253526,55.43935949,Very High
6,11.91870193,75.00840538,Very High
7,-1.065419425,-75.98159765,Very High
5,-10.98571021,-54.59839099,Very High
6,10.14782956,-84.00723481,Very High
6,35.22781795,59.13665694,Very High
4,31.51417242,30.34697262,Very High
5,36.27373434,58.84144428,Very High
5,36.31004498,58.69774207,Very High
8,-41.23161823,171.999296,Very High
5,37.4031768,3.687468496,Very High
6,32.49314058,67.84842903,Very High
4,31.6793151,30.73506248,Very High
6,40.24858167,25.22101492,Very High
7,18.97044584,93.93246645,Very High
5,26.35153215,68.51488409,Very High
6,29.46971666,92.18516714,Very High
6,8.296394343,-83.45582757,Very High
6,15.99535201,88.67079972,Very High
7,38.49911532,26.22055209,Very High
6,31.08697104,119.1859799,Very High
5,28.95912214,55.95513323,Very High
6,35.21414208,58.95222403,Very High
5,35.99730489,69.35214334,Very High
6,5.58888627,-77.0863036,Very High
6,38.42084539,122.1912703,Very High
5,34.13118319,28.23008593,Very High
6,35.20781423,60.78971916,Very High
4,11.5467378,85.86179037,Very High
5,36.56871599,2.961559497,Very High
7,35.00573835,58.2,Very High
6,-6.37234616,145.4169211,Very High
6,18.0242777,-95.40165261,Very High
5,39.53875405,78.85238566,Very High
7,20.38390623,121.7166806,Very High
6,34.16006701,58.34643313,Very High
5,40.26135861,5.768482247,Very High
6,16.17523894,88.14615829,Very High
5,-15.30214899,-68.98678771,Very High
6,11.74183777,-76.59942157,Very High
5,38.28481841,75.46360306,Very High
5,43.10805455,19.93215655,Very High
5,45.98521863,8.932251515,Very High
6,25.47339233,-104.9675043,Very High
6,6.961128527,-78.84498668,Very High
6,30.72320243,51.35355452,Very High
6,9.738177569,-84.28422674,Very High
6,39.05844421,24.24672207,Very High
7,41.46002399,26.13935749,Very High
7,14.72096895,-61.61816765,Very High
6,39.62207239,40.03378284,Very High
6,23.45210856,120.5052245,Very High
6,35.43676459,58.33818522,Very High
6,9.90422265,-83.88103493,Very High
5,31.98618843,69.54880753,Very High
6,21.56527128,120.8319427,Very High
6,20.59665593,121.1332879,Very High
5,38.47125967,9.368013162,Very High
6,35.89524415,54.95273988,Very High
6,33.83796768,55.21400441,Very High
5,39.1887992,27.47996571,Very High
6,13.49307417,123.439441,Very High
7,2.941318698,-80.13698512,Very High
5,34.31846796,68.95380594,Very High
5,37.4466254,3.496242137,Very High
5,39.21065467,94.70300723,Very High
5,39.49200122,40.33370054,Very High
7,31.99991112,68.1315062,Very High
6,7.47053595,126.3674591,Very High
6,30.09215257,119.5397738,Very High
6,26.24834014,99.47251578,Very High
6,29.92013994,119.0631115,Very High
6,39.67947745,40.98330171,Very High
7,3.421824667,-76.51139211,Very High
5,38.4648427,27.15399193,Very High
7,20.56056463,96.72648823,Very High
6,9.107082926,-83.95271408,Very High
7,39.83965514,40.37241309,Very High
6,32.67628569,101.0220552,Very High
6,37.13829188,28.24440433,Very High
5,-1.146886638,-52.13032899,Very High
5,32.73169337,52.43216762,Very High
5,26.95440076,83.10683142,Very High
6,32.77953862,54.69939631,Very High
6,21.51509777,67.26980351,Very High
5,23.175802,69.9220994,Very High
6,24.89338407,101.7889031,Very High
6,40.42238149,23.75887039,Very High
5,-4.93864015,-59.89237178,Very High
6,13.78214367,-92.180902,Very High
7,23.17983847,121.0336025,Very High
6,19.69099406,-97.79533755,Very High
6,18.82464571,86.90754373,Very High
6,14.62400769,87.52770882,Very High
5,36.03346514,57.74808258,Very High
6,16.63307157,121.9975725,Very High
6,23.05205974,99.46565661,Very High
4,31.74879964,30.91605214,Very High
6,8.084898598,123.1762263,Very High
7,2.101455962,-79.65883156,Very High
5,36.34684281,2.467469339,Very High
7,0.844285225,-78.60003483,Very High
6,30.85226157,88.01619845,Very High
6,42.42888114,23.04490119,Very High
6,33.56295055,58.06900318,Very High
6,10.05456736,-83.73629045,Very High
5,39.40446158,40.76744766,Very High
7,40.49514128,134.022675,Very High
6,11.89689347,-87.15624155,Very High
7,41.75466676,25.35080349,Very High
5,36.55332887,132.5088071,Very High
6,35.35269625,55.83347366,Very High
5,30.20321986,66.98248813,Very High
4,15.54625021,83.49209845,Very High
5,40.29240214,92.86727233,Very High
5,39.10576365,4.971791209,Very High
6,10.2182128,-83.772624,Very High
6,35.21231547,58.85506565,Very High
7,22.09750196,121.5691094,Very High
5,35.67082384,0.41790599,Very High
6,27.28145349,120.5393614,Very High
6,23.49002089,120.5010886,Very High
5,34.15135405,47.64557702,Very High
5,42.08845786,6.275743985,Very High
6,22.13925006,98.48480938,Very High
6,-1.643169715,136.4413149,Very High
5,36.40518168,45.79277008,Very High
6,11.22805153,-84.81301886,Very High
6,24.36320913,101.2333232,Very High
4,7.946756897,82.70716882,Very High
6,24.26101448,101.1262316,Very High
5,30.04401229,51.15026159,Very High
7,18.05059189,92.31617715,Very High
6,23.36447493,69.85421003,Very High
4,5.441714975,80.78895823,Very High
7,-0.06524773,-78.31561884,Very High
6,32.85781255,118.5562037,Very High
6,35.44815079,58.34483066,Very High
4,30.97241608,67.70924602,Very High
6,19.61184818,-97.68846554,Very High
6,-6.89738254,-73.09557641,Very High
6,34.41027888,100.5471038,Very High
5,7.765786132,-79.57400803,Very High
7,38.19629525,121.9971428,Very High
6,35.83302981,66.97424081,Very High
6,21.9232953,120.8439165,Very High
5,43.23500856,19.09983024,Very High
5,35.81685668,137.5092589,Very High
6,19.88383111,94.88209606,Very High
6,23.48171524,120.5019947,Very High
6,9.178874095,-83.42491385,Very High
6,20.64963648,86.05434891,Very High
6,7.173879049,-79.88482325,Very High
7,2.679433526,-79.9783361,Very High
6,30.39179885,66.99361546,Very High
5,43.20993207,19.26423483,Very High
5,42.93957467,21.03673166,Very High
6,25.73268859,119.995361,Very High
5,28.1752256,81.10462526,Very High
5,35.17022921,69.15091216,Very High
5,36.70556634,3.182059219,Very High
6,38.00683431,121.8093582,Very High
6,24.27169363,101.1374225,Very High
5,33.57103929,33.81252327,Very High
5,27.75693506,69.76115644,Very High
6,32.52645959,75.2687461,Very High
6,8.525707962,134.1029556,Very High
6,35.20608612,59.30335643,Very High
5,39.71689785,42.01694955,Very High
6,23.69388806,120.8530226,Very High
5,25.77200947,68.77167958,Very High
7,19.31801358,94.54318298,Very High
6,32.05970754,67.66392765,Very High
7,38.81018085,25.12240235,Very High
5,44.82258653,8.893031793,Very High
6,32.02928654,-114.4559404,Very High
7,15.50831603,67.4914712,Very High
5,32.66274963,83.92487028,Very High
7,40.04599623,25.1108365,Very High
4,7.267859154,82.15651622,Very High
6,30.87080903,67.18973287,Very High
6,22.29028458,98.7260657,Very High
5,38.06224478,4.009684629,Very High
5,34.13738255,118.2469759,Very High
6,13.21654912,-68.67856203,Very High
5,41.61733987,24.30957924,Very High
5,30.3464743,85.22573187,Very High
4,1.873109846,77.80064619,Very High
7,34.71889781,56.52810841,Very High
5,47.48899396,8.587353865,Very High
5,36.77034581,3.286434939,Very High
6,35.333,-118.917,Very High
6,23.22400715,120.9599881,Very High
6,10.26402373,-83.61992091,Very High
6,8.055735868,-81.44186103,Very High
6,37.12637721,130.0067708,Very High
6,8.637140848,-81.18166233,Very High
6,9.377343348,126.074767,Very High
6,38.61169437,128.1120979,Very High
6,42.6377035,22.98752765,Very High
5,36.30717632,120.2414775,Very High
5,29.83605914,84.29960313,Very High
6,11.04086497,-78.00443538,Very High
6,40.29457867,25.17777041,Very High
6,33.80941403,-116.847081,Very High
5,22.84618351,67.22068258,Very High
5,31.73896227,86.9063246,Very High
6,22.19526532,120.7796479,Very High
6,41.2825715,24.24889979,Very High
5,36.58033765,2.711115283,Very High
7,39.66074831,39.91775508,Very High
6,5.668660157,-77.04304326,Very High
6,18.87505259,68.89794232,Very High
5,36.19516217,137.9851144,Very High
6,41.11742315,24.40416554,Very High
5,39.63029024,26.9036125,Very High
7,35.34715824,55.63785568,Very High
6,16.79546124,122.0257098,Very High
5,35.4713631,59.20390252,Very High
5,35.03550688,28.8210516,Very High
5,43.58181685,8.057674743,Very High
6,23.32869723,120.5261668,Very High
6,11.84928448,-87.01240769,Very High
6,1.146394251,-53.43348937,Very High
5,36.14535606,58.22588038,Very High
5,35.76680228,58.53080832,Very High
5,35.49045782,69.37469626,Very High
6,35.20139024,70.38484377,Very High
7,35.58829497,119.606141,Very High
7,39.58429193,38.1445768,Very High
5,38.42216501,31.11559545,Very High
5,25.90222548,83.59873007,Very High
7,40.4825458,26.53300424,Very High
6,14.77607119,-62.07770062,Very High
5,39.35770337,37.81601638,Very High
4,31.47861522,67.59057593,Very High
4,31.76940473,67.83605106,Very High
6,35.53894911,69.1449519,Very High
6,14.8576756,87.62644931,Very High
6,36.06991356,54.94375038,Very High
7,38.7606501,141.2121404,Very High
6,34.73628557,58.87357165,Very High
6,37.95407594,140.1975826,Very High
6,19.87910721,-98.04934989,Very High
6,37.56423702,139.7072196,Very High
6,7.593006148,-83.09596345,Very High
6,40.86288895,23.6021254,Very High
5,36.86704307,54.86879674,Very High
6,22.38580852,120.7379256,Very High
6,33.92162678,100.6809486,Very High
7,-1.687347922,-76.97642939,Very High
6,4.808283698,127.8834569,Very High
5,34.31667269,68.95288735,Very High
6,35.11142002,56.94394313,Very High
6,35.20256254,58.33630268,Very High
5,38.29426926,30.40606333,Very High
6,35.35317177,55.82089561,Very High
6,17.82442135,121.7379777,Very High
5,36.03033691,55.90544116,Very High
5,32.67831388,34.78106464,Very High
6,39.43640181,27.84449028,Very High
4,28.66631593,67.48916748,Very High
7,40.49305049,129.987444,Very High
6,27.19507479,70.16820447,Very High
5,39.86726889,41.7566575,Very High
5,35.46654411,58.60701727,Very High
6,18.07927903,87.25600741,Very High
6,23.53657455,120.6586684,Very High
6,39.84480579,41.52061883,Very High
6,15.48739592,88.16964393,Very High
6,24.37384937,101.2444733,Very High
6,34.90089328,58.45002938,Very High
6,35.333,-118.917,Very High
6,35.35632647,55.73744997,Very High
6,35.30342084,57.13686836,Very High
6,35.99694775,54.94750562,Very High
5,28.48537782,56.49445524,Very High
7,2.463536239,-76.5986156,Very High
6,16.04745214,-96.81410628,Very High
5,42.83452315,87.75925821,Very High
4,12.17613661,83.80210733,Very High
6,34.67391827,70.46807394,Very High
5,33.94689766,47.81365474,Very High
6,35.54739123,100.0729665,Very High
6,14.42832833,122.4585111,Very High
5,30.73296679,78.26037823,Very High
5,35.96570822,1.311940414,Very High
5,40.70805739,4.939910896,Very High
5,37.67136763,44.75187499,Very High
6,-6.814022683,-65.24497651,Very High
6,35.333,-118.917,Very High
6,41.28084241,23.45340577,Very High
6,38.70181035,32.59941581,Very High
7,21.02587831,97.54409795,Very High
6,24.09698164,121.5869571,Very High
7,19.62720896,121.8702937,Very High
7,11.30210439,-87.90524834,Very High
6,35.30004173,58.00805947,Very High
6,10.32384082,-83.38589877,Very High
5,27.78971528,56.38198645,Very High
8,3.2450205,136.9769621,Very High
5,34.2733124,118.6801486,Very High
4,15.97546265,85.30349827,Very High
5,46.66295172,8.21454153,Very High
5,23.83221514,69.63123255,Very High
6,35.15132751,67.09871988,Very High
6,15.15632434,87.89651347,Very High
5,36.02111112,55.91586757,Very High
7,35.29872586,55.17964188,Very High
6,23.52964575,121.5804887,Very High
6,21.93297514,99.15325068,Very High
7,39.56895107,40.34141247,Very High
7,2.494938073,-79.90000426,Very High
4,30.81250724,32.60132658,Very High
6,-3.409549736,139.7937657,Very High
7,10.32272214,-68.40526881,Very High
6,-9.729933837,-73.46471698,Very High
4,10.55005383,85.06662694,Very High
7,41.13454047,26.06685827,Very High
7,39.66682164,26.74017228,Very High
6,-2.368757726,141.6545859,Very High
6,34.24176863,122.7760663,Very High
6,31.75435934,53.93545047,Very High
6,11.12428046,-86.7832258,Very High
7,35.01605592,55.83702808,Very High
6,28.25648196,102.2326666,Very High
6,24.04973551,121.6625118,Very High
6,35.65277555,58.46425779,Very High
6,-2.988481491,-76.92499981,Very High
7,35.3584187,55.04081832,Very High
5,30.39775594,78.93074793,Very High
6,18.8840894,86.87975343,Very High
7,39.8643713,27.0006306,Very High
5,32.67440784,68.8484329,Very High
6,34.49238188,58.33665319,Very High
6,42.6015349,22.98346611,Very High
5,37.02444113,41.91899969,Very High
6,15.6899825,88.27991392,Very High
6,21.18227841,69.51436131,Very High
6,11.31191786,-84.93167399,Very High
5,26.34472733,68.51789941,Very High
7,39.76707914,39.59876258,Very High
5,35.60004171,56.39173369,Very High
6,27.0261046,92.4581057,Very High
5,36.46552268,55.41362163,Very High
6,24.01476993,121.642503,Very High
7,3.562733658,-80.51343589,Very High
6,35.24560798,58.66608889,Very High
7,-6.459397513,-75.01000925,Very High
7,34.88482849,58.2,Very High
6,23.473819,120.5028561,Very High
7,23.10485912,121.126367,Very High
7,8.181493156,-67.48660691,Very High
5,35.34580381,29.06222701,Very High
5,32.55286632,69.52035489,Very High
4,28.12773629,67.02577795,Very High
5,35.54211939,0.027698131,Very High
6,25.08213741,102.0878699,Very High
6,33.46038269,69.3745061,Very High
7,41.78827229,25.26086484,Very High
6,19.43567267,121.3839015,Very High
6,33.78015917,69.58854073,Very High
6,39.54773853,40.25678442,Very High
6,24.08850503,121.6519286,Very High
7,32.90955811,118.4790973,Very High
6,33.8184459,93.98619325,Very High
6,41.05050049,24.4670835,Very High
7,23.10438765,121.1593539,Very High
7,20.7450891,122.271409,Very High
5,27.34171766,119.6935934,Very High
7,39.83860664,40.34934611,Very High
5,36.99947789,3.167776965,Very High
7,18.98783521,93.96302157,Very High
6,23.36315789,120.655268,Very High
5,25.3251304,83.8685257,Very High
5,31.37389429,57.79757128,Very High
5,44.2001133,6.096875069,Very High
6,35.82847015,99.55154236,Very High
6,35.62201583,98.97991224,Very High
5,36.03184002,57.74114298,Very High
5,38.34808538,28.70051782,Very High
6,22.96801211,99.26070111,Very High
4,29.92033233,66.99138727,Very High
7,22.00627773,121.8199322,Very High
6,21.57369709,120.9157495,Very High
5,35.40632616,28.62251357,Very High
7,38.81182294,141.2765087,Very High
5,35.15221424,69.77262444,Very High
6,17.93488903,121.7138821,Very High
5,35.4581895,69.37613208,Very High
5,35.16011061,69.59215954,Very High
7,35.14385857,55.53980617,Very High
7,34.63858777,118.7354541,Very High
6,18.75638526,121.5346944,Very High
7,0.746106095,-78.54915827,Very High
5,38.14784145,28.41336203,Very High
6,35.13989235,70.46222747,Very High
6,15.95061858,-96.62417699,Very High
7,14.6299604,-61.75860639,Very High
5,26.5952675,69.81948324,Very High
5,26.45161493,120.876128,Very High
6,30.29768144,119.4666802,Very High
6,13.67359494,122.5439039,Very High
7,21.54575507,121.6166247,Very High
4,34.52407396,69.09439516,Very High
6,42.16569115,24.25077679,Very High
6,34.27517215,58.45173407,Very High
5,35.43302741,87.34553405,Very High
7,3.343904526,-80.38087005,Very High
6,37.91229265,27.28080977,Very High
6,35.12251254,70.45143219,Very High
4,10.06865765,84.48564678,Very High
6,-11.47858923,-72.63849663,Very High
6,35.12196142,70.46402745,Very High
5,41.40567838,5.644278151,Very High
7,9.91083252,-85.28272661,Very High
5,39.26268494,41.31273087,Very High
6,41.97000646,23.20818175,Very High
6,29.33642846,121.736677,Very High
5,27.06531295,83.05497927,Very High
7,34.96459053,136.0453879,Very High
6,34.16454463,58.24566689,Very High
7,23.03476937,121.2753844,Very High
6,32.23764783,67.88910702,Very High
7,36.51621569,37.68527709,Very High
7,32.53049046,68.53176579,Very High
5,33.0831269,69.12199909,Very High
6,35.29790956,58.01215026,Very High
6,38.21654371,27.53011788,Very High
6,8.781354298,-82.71303559,Very High
6,26.08384891,120.9652735,Very High
7,34.15660901,57.8357851,Very High
6,31.04739165,99.78239622,Very High
4,35.84919139,29.60834283,Very High
7,39.81840531,39.90491673,Very High
6,42.47240565,23.42991517,Very High
7,38.73347983,26.97721147,Very High
5,29.88170198,82.76376537,Very High
6,14.81995275,87.80634764,Very High
6,32.41285925,90.09440915,Very High
5,34.43534463,127.908301,Very High
5,35.70650224,137.3704484,Very High
6,32.53998664,90.44639909,Very High
7,34.93173694,58.2,Very High
7,38.52816507,26.11799821,Very High
7,14.50589318,-93.94433091,Very High
7,18.59555353,93.2737375,Very High
6,24.1170518,121.6555778,Very High
7,22.97738835,121.5098927,Very High
6,40.21714199,123.8482971,Very High
4,2.515981489,78.30227778,Very High
5,29.56580069,80.72639085,Very High
6,23.96172322,121.3406847,Very High
6,23.45138159,100.2778027,Very High
6,29.83913903,-111.4985476,Very High
6,39.64824419,39.95526742,Very High
6,39.8840703,41.34954666,Very High
6,11.02937415,-78.05368977,Very High
6,4.199941262,-80.89945378,Very High
6,10.17710431,-83.90965231,Very High
7,39.79866428,26.70668844,Very High
6,33.02216554,100.9273166,Very High
5,13.4826812,73.11879231,Very High
6,10.08284194,-83.70906908,Very High
5,38.67732981,43.56404892,Very High
4,27.36241352,68.06694687,Very High
7,-14.8381918,-72.44606393,High
5,29.09797192,103.0527886,High
5,44.98798405,6.818191415,High
9,-15.70736851,-72.72506058,High
7,35.06196376,-119.292389,High
6,41.41157733,20.49402953,High
7,15.78433754,121.126318,High
7,18.32719685,-99.03402833,High
7,13.75814887,120.6937794,High
6,-5.863169394,149.5043788,High
5,27.20725941,-95.62316832,High
5,40.70630624,30.35479705,High
6,8.67733646,99.8156278,High
6,18.12537473,-96.58874181,High
6,-6.154056191,147.8079431,High
4,37.47248078,63.5207238,High
6,4.763312722,-76.00892226,High
7,12.86686226,123.8654123,High
6,40.41866391,20.09808533,High
7,28.2729132,84.20460905,High
7,32.7084523,164.9304842,High
5,-1.250437,31.26028415,High
6,-8.231674218,119.7917844,High
6,28.7812437,-100.0587792,High
7,52.17420865,158.287056,High
6,41.61256132,20.43675766,High
5,10.93254552,87.55726667,High
5,15.79346525,-61.96053057,High
8,36.42215772,135.6940348,High
8,33.13084819,130.9243717,High
8,18.86210059,-97.42844932,High
6,35.64126628,57.55587771,High
7,21.62194489,159.6920114,High
6,12.7971569,-75.41684921,High
5,-12.7010731,-73.32347717,High
6,18.42284203,-95.97439732,High
6,-6.208413652,147.4909334,High
5,36.74905352,54.67512117,High
6,41.4010032,20.50972721,High
7,5.784395171,97.91731735,High
6,39.09393433,11.54992916,High
7,26.15782651,87.47634497,High
5,36.93215148,55.44300728,High
6,31.26645061,103.1002997,High
7,-15.63197022,-72.68095258,High
5,33.56683983,48.79940012,High
5,10.15137422,-71.67914894,High
6,24.82433625,97.31771262,High
5,18.14456762,-94.322215,High
6,40.07255948,71.40934497,High
5,34.73834352,58.50459746,High
7,37.00979973,163.894393,High
7,14.08087168,121.8226817,High
6,44.48959201,24.7591659,High
7,39.4540558,22.08445815,High
5,36.46209879,35.5,High
5,10.12218588,-71.24113747,High
6,24.07436324,90.23557939,High
7,-26.40106015,-73.1090245,High
7,27.95378032,85.85558509,High
8,-15.75,-72.75,High
5,36.98557871,55.17125395,High
6,25.65792055,100.9868059,High
7,35.15366289,-118.6608911,High
6,-3.446014589,131.7219608,High
6,24.01345368,95.88497174,High
7,13.14924421,-89.14675921,High
5,47.03499397,7.642233793,High
6,25.17164924,-96.91099304,High
7,36.9640172,138.6461639,High
6,13.50944312,93.04911593,High
6,37.35278697,27.26348236,High
6,24.95336322,97.81196263,High
5,40.746468,31.4263751,High
6,36.95648202,3.562266765,High
7,3.757490169,157.858927,High
6,18.09673117,-97.24644204,High
7,11.28151333,122.6310089,High
6,13.03615677,-87.53615677,High
6,11.08445995,78.11373262,High
7,28.87329569,101.9251894,High
8,50.47610292,156.5765807,High
5,34.8944666,49.96157897,High
5,7.005541195,-73.57112237,High
7,13.74310352,122.1179465,High
7,32.98456636,129.8435413,High
8,47.8262407,152.5513183,High
6,4.100618951,-76.19155782,High
5,35.27612944,53.49922601,High
7,2.101563523,-78.5426727,High
7,-26.51838162,-69.98643304,High
5,44.39658885,14.97949694,High
6,18.09856848,-97.2042545,High
8,1.219879178,94.98778251,High
5,40.70993947,29.99990545,High
6,13.13230965,-87.63230965,High
5,17.27897403,71.55517797,High
7,8.091754722,160.7865756,High
6,23.24752235,95.59470917,High
6,43.0618405,28.64440522,High
7,13.26228566,-88.77395642,High
8,19.32291462,-98.87841002,High
6,25.70901482,92.12524207,High
6,18.46755389,-95.7323038,High
6,38.51175753,43.0280879,High
7,35.78525602,136.0030483,High
6,-26.68240016,-72.80708572,High
6,41.12292249,19.11116059,High
8,19.49994299,-104.2482708,High
6,37.0474096,70.45283841,High
7,3.536377972,-80.8502203,High
7,41.29931062,20.60399398,High
7,29.59032622,101.8455193,High
4,17.26470242,-93.25069251,High
8,33.93151101,131.9104375,High
6,-15.18619469,-72.4703116,High
5,17.37413871,-67.14943734,High
6,18.22,-94.416,High
5,33.78804724,55.52106947,High
6,27.51994535,91.82656774,High
5,40.71020343,29.98723559,High
6,23.64112528,96.42810397,High
6,28.54207407,80.86151072,High
6,-14.4666605,-72.2696199,High
5,36.35783911,55.41714167,High
6,9.517855998,82.45362202,High
7,-15.53692431,-72.62535072,High
6,40.71188012,30.70991816,High
7,35.71072888,-120.5851556,High
5,13.87900226,70.44404356,High
7,35.29164387,-118.4231628,High
6,24.25517002,96.3120581,High
6,-5.663555847,150.6685139,High
7,14.62984242,121.677745,High
5,34.26940882,48.42689328,High
7,32.80887318,125.4273378,High
5,40.71075112,29.96094601,High
7,37.28179848,142.6687599,High
7,9.351915471,-84.00293432,High
5,37.11880677,44.70804992,High
7,18.73581809,-98.12986563,High
7,12.86388155,93.11948888,High
6,39.91594009,20.12587571,High
5,35.6127806,52.32489845,High
7,20.87079431,-96.9539219,High
6,40.89242944,19.50540755,High
5,35.24238788,57.19506205,High
7,12.74791796,-88.28073931,High
5,40.74674064,31.3348534,High
5,8.412128315,85.50329839,High
7,33.89550128,128.382356,High
6,40.70186293,30.73894103,High
6,28.79423583,54.93321954,High
5,34.71750423,57.93447067,High
6,41.57939555,20.45069996,High
5,17.38708616,-67.13972005,High
7,3.198877067,-78.17070925,High
7,8.942755772,123.2200474,High
6,28.60646137,80.06179165,High
7,29.03000307,88.99411485,High
6,29.42773855,55.27876648,High
5,36.01826037,35.5,High
6,31.94200888,56.65018666,High
7,-26.31804911,-73.10622637,High
6,58.12552992,-10.05043784,High
7,10.66185637,-85.65301311,High
5,35.9440883,46.03416519,High
6,28.68332778,103.5957861,High
7,14.94466867,120.1301529,High
6,40.75783235,31.84535759,High
6,-36.00156813,-71.57698065,High
5,38.78273614,42.8240818,High
5,28.85229102,103.647068,High
6,28.73418746,91.62630443,High
4,33.74176913,107.3324599,High
7,14.51430702,122.6683709,High
7,23.73927175,101.608985,High
5,11.67222934,-66.01712037,High
5,15.82565636,28.53600488,High
6,26.35867558,100.1662127,High
8,19.19200903,-97.04833743,High
6,33.01420166,118.3589431,High
6,22.63581816,93.88592681,High
7,10.19307876,122.9658993,High
7,31.2853059,164.6315178,High
6,-8.210349627,120.5471488,High
7,33.74179263,128.4270365,High
5,33.87648138,48.62041152,High
6,27.31550003,103.2500714,High
5,33.83609604,48.60707425,High
8,19.04499716,-97.21772066,High
5,21.28599316,72.86469969,High
6,10.63557224,70.85000049,High
6,8.088632732,102.0359142,High
5,18.21173108,-94.40571925,High
6,24.91971849,97.85712882,High
6,32.94544794,119.3148802,High
5,9.565228207,83.20291983,High
6,40.10934863,21.45042195,High
5,39.64244153,28.72166157,High
6,4.569013151,127.1560226,High
7,33.53374204,125.5481213,High
5,33.43639849,48.89257251,High
7,-21.6705043,-72.94956756,High
5,35.85192612,-108.4351776,High
8,4.579245608,95.59782058,High
4,39.05151116,69.85408643,High
6,-13.85401648,-72.11800549,High
6,8.38471324,84.12545912,High
6,39.60060799,21.46518047,High
5,40.70837441,30.17599422,High
7,18.7594524,-97.28439864,High
6,40.11058341,21.43066545,High
6,-6.102273331,148.1099379,High
6,24.31821795,101.55063,High
5,11.40793577,77.41890513,High
5,40.71444294,30.08250094,High
5,30.72765425,51.74907225,High
6,-15.82182758,-71.56465733,High
5,0.997401689,-77.51090776,High
6,-29.64810025,-69.18323091,High
7,10.8089623,93.73421372,High
5,40.73716974,30.24037078,High
6,28.00133965,54.50261322,High
7,10.78350911,122.7167228,High
6,32.91034475,120.8859373,High
6,18.37003923,-95.21379481,High
5,10.25553585,85.7836035,High
6,24.87593354,97.91590768,High
6,-7.826055377,120.1250997,High
6,-8.181771976,121.5594327,High
6,36.83176842,70.70705408,High
5,8.432597499,38.95353572,High
7,19.48838732,-104.160782,High
7,2.517956848,-78.2634482,High
7,-2.526892009,153.2309403,High
7,23.97295856,160.5614954,High
7,24.1306509,102.4103804,High
6,43.59582886,28.27284274,High
7,22.1365563,-103.0593848,High
6,18.47177606,-95.49551144,High
8,3.622073189,91.15225099,High
6,41.62266143,20.43251175,High
9,-15.27481571,-72.59160524,High
5,40.27670135,29.50862302,High
4,37.97459604,126.4754052,High
6,8.917776806,-81.97565411,High
6,28.33563308,103.0276611,High
7,10.80515799,93.73535177,High
5,14.5802685,75.50125918,High
5,40.70994715,29.99953691,High
5,-1.574702982,31.00265213,High
8,3.76520136,95.08999926,High
6,28.17651207,54.8443166,High
4,39.56323193,67.51000307,High
6,37.80116373,27.10572017,High
6,38.80076198,42.32646608,High
7,30.40496205,165.4319083,High
7,10.39697062,-84.8422862,High
7,18.48773962,-98.37808846,High
6,40.93826004,19.55827602,High
6,22.44189132,93.34419642,High
6,55.61486109,-5.458537606,High
6,12.40283704,91.1380671,High
5,36.73971925,56.42179837,High
6,13.29969116,-87.79969116,High
8,3.531275372,94.34356575,High
6,38.69889023,28.60174742,High
7,18.76769611,-97.32823241,High
6,-13.72993564,-72.07664521,High
6,31.04702969,27.72657424,High
5,35.56913914,51.74371219,High
5,36.66727968,55.18780338,High
7,35.72123702,-120.0557419,High
5,33.76337926,118.5182179,High
7,18.66823721,-96.79938545,High
6,28,54.5,High
7,17.94330088,167.8426197,High
5,10.0446848,85.23120558,High
6,-8.254382598,118.9874031,High
6,37.74552879,21.10931855,High
7,30.82446343,102.6464993,High
7,13.95822859,121.8486463,High
6,41.58588807,20.27162408,High
7,30.10885119,101.9117605,High
5,43.23899649,17.44363933,High
6,6.805729291,89.32193182,High
7,-4.296838188,104.5788595,High
7,28.38108872,82.86102078,High
6,-28.0289643,-69.59876137,High
7,6.402774972,-82.00966179,High
5,39.68533711,41.61839174,High
6,9.820260864,81.64150713,High
5,-3.133601417,-75.93208222,High
5,36.89049664,55.65488129,High
5,36.68004017,48.92105836,High
7,26.24060317,94.10751747,High
5,35.80314987,51.93085107,High
7,14.82270072,121.6698149,High
6,-13.66865431,-72.04704088,High
6,40.77707357,19.82268188,High
5,31.44922111,103.8384506,High
7,18.36829152,-98.71398121,High
6,36.43954468,70.89725954,High
8,33.73583718,131.6545563,High
5,33.00447512,114.0608798,High
4,17.33551905,-93.31632574,High
6,40.24168305,20.01260563,High
7,40.78145411,32.93635281,High
7,26.0059013,154.9263735,High
7,15.78110467,121.6323577,High
6,21.49800786,75.09535586,High
6,50.53701185,152.8444246,High
7,2.35432877,-78.37317371,High
7,25.80849871,-109.1998883,High
6,40.77992693,32.62166097,High
6,41.4587618,20.33566981,High
6,5.787716128,126.9565276,High
6,40.77034078,32.30652007,High
6,-23.5385335,-72.61460409,High
7,-14.77519481,-72.42506494,High
6,25.06201908,97.73554248,High
